,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
34282,dhKYHhp136Fzu_RASIiTEg,Cha Spirits & Pizza Kitchen,3800 Whitman Ave,Cleveland,OH,44113,41.4834977,-81.7129881,5.0,11,0,"{'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'CoatCheck': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Bars, American (New), Nightlife, Restaurants, Pizza","{'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-0:0', 'Saturday': '16:30-0:0', 'Sunday': '11:0-20:0'}"
34299,Pt4rt1u_5KuS_NSMqerG_Q,Pizza Pit Extreme,6628 Odana Rd,Madison,WI,53719,43.0558343,-89.4939664,3.0,32,1,"{'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'Caters': 'True'}","Restaurants, Sandwiches, Caterers, Italian, Salad, Event Planning & Services, Pizza, Chicken Wings","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
34311,jCq-kgvINNdtSqSDG3HZBQ,Village Pizza,616 University Ave,Madison,WI,53715,43.0734309,-89.3964774,4.0,21,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Pizza, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-22:0'}"
34357,8mpIro7yAzGIlFZ4oVowBA,Messina's Pizza & Restaurant,4992 Middle Rd,Gibsonia,PA,15044,40.6052782,-79.9259944,3.5,24,1,"{'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Pizza, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
34362,UupAeWSMc0wwZIdZgVTp-A,Little Caesars Pizza,4112 Lake Rd,Sheffield Lake,OH,44054,41.4892337,-82.1107514,1.5,3,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Pizza, Restaurants, Italian, Fast Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
34399,jEIstIhHuH8FxzIEOTnB1w,Pizza Pit,130 N Main St,Oregon,WI,53575,42.9267725,-89.3839135,3.0,5,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Italian, Pizza, Sandwiches, Chicken Wings","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
34441,hkYRgPoWUQXJ8iHXSqvFZA,Pizza Pan,"1800 Euclid Ave, Ste 3",Cleveland,OH,44115,41.5008836,-81.6784514,3.0,12,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False'}","Pizza, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '12:0-23:0'}"
34453,EBwKRtjNeTjA5viMpc5lqQ,Lucci's Pizza and Pasta,1900 Murray Ave,Pittsburgh,PA,15217,40.435861,-79.923263,3.0,29,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'GoodForKids': 'True'}","Restaurants, Pizza",
34494,8xrwjD-Udv7cm_emVcVo3A,Giovanni's Pizza & Pasta,123 6th St,Pittsburgh,PA,15222,40.4434335868,-80.0022677976,3.0,220,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'False'}","Food, Italian, Food Delivery Services, Event Planning & Services, Caterers, Restaurants, Pizza, Salad","{'Monday': '12:0-23:0', 'Tuesday': '9:0-1:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Friday': '9:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-23:0'}"
34528,jXo3-D3fCzaQzLE0NRZlZw,Angela-Mia Pizza,15811 Euclid Ave,Cleveland,OH,44112,41.5417016,-81.5704824,3.5,22,1,"{'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'"", 'Caters': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Pizza","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '13:0-0:0'}"
34529,MxXo4qc5lXAbis-umS_2pw,Vocelli Pizza,4232 Murray Ave,Pittsburgh,PA,15217,40.422342,-79.9294788,2.5,12,1,"{'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'False'}","Restaurants, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
34532,dUxnPaU2S67QQYpWTSjqTA,Masthead Brewing,1261 Superior Ave,Cleveland,OH,44114,41.5042294,-81.6854452,4.0,239,1,"{'RestaurantsTableService': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'""}","Food, Breweries, Venues & Event Spaces, Restaurants, Pizza, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-0:0', 'Friday': '15:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '10:0-20:0'}"
34542,Mj3MfOW3J6RrGjfn0pCGzQ,Kiddy's Kingdom,,Cleveland,OH,44122,41.4766201,-81.5047772,2.0,5,1,{'BusinessAcceptsCreditCards': 'False'},"Magicians, Clowns, Restaurants, Professional Services, Pizza, Event Planning & Services, Party & Event Planning, Gluten-Free, DJs, Shopping, Arts & Crafts, Marketing, Costumes, Balloon Services","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
34570,RMkBZDwEbcv5Ctd-a2A0Lw,Gino's Italian Deli,4606 Verona Rd,Madison,WI,53711,43.0351708,-89.456284,4.5,70,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Delis, Restaurants, Pizza, Italian, Food, Specialty Food, Sandwiches, Grocery","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}"
34585,8HFCHgz99iVeA23SCDyP3Q,Fox's Pizza Den,120 W Allegheny Rd,Imperial,PA,15126,40.4428812,-80.2376642,3.5,3,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Pizza, Sandwiches",
34593,lPsT-Rmmf6333z6h6ANHrw,Lotsa Stone Fired Pizza,506 State St,Madison,WI,53703,43.0751207,-89.3935434,3.5,45,0,"{'HasTV': 'True', 'RestaurantsTableService': 'False', 'Caters': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'very_loud'""}","Juice Bars & Smoothies, Food, Restaurants, Fast Food, Salad, Pizza, Vegan, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
34598,IJYqKCfeM4ePy7oqxSah7Q,Pizza Hut,1235 Long Run Rd,White Oak,PA,15131,40.3369335306,-79.810013,2.5,7,1,"{'BikeParking': 'True', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chicken Wings, Italian, Pizza","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '11:0-22:30'}"
34613,Mrh6EoDcsDWmvWBPmK7ncw,Pickles Pizza & Sandwich Emporium,424 E Ohio St,Pittsburgh,PA,15212,40.4536142,-80.0008376,3.0,21,0,"{'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True'}","Pizza, Restaurants","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '12:0-22:0'}"
34627,GoWNE6T23FNqSG0njOtiig,Chuck E. Cheese,1615 Golden Gate Plz,Mayfield Heights,OH,44124,41.5161816,-81.4497215,3.0,10,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Venues & Event Spaces, Event Planning & Services, Indoor Playcentre, Kids Activities, Arcades, Pizza, American (Traditional), Restaurants, Arts & Entertainment, Active Life","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-21:0'}"
34657,I5kKpCDxdrV1Lxss2T681g,Pizza Bella Monte,410 S Main St,Pittsburgh,PA,15220,40.441704,-80.033422,3.5,20,1,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'HappyHour': 'True', 'Caters': 'True', 'HasTV': 'True'}","American (Traditional), Salad, Pizza, Restaurants","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '11:0-1:0'}"
34704,ltec6XSWhDyvD2Dv-T3gAA,Papa Johns,5332 Warrensville Ctr Rd,Maple Heights,OH,44137,41.41499402,-81.537569405,1.5,6,1,"{'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza",
34725,GD42Z3Xz7rGHZ9nLFOKO-w,Noce Gourmet Pizzeria,2539 W 10th St,Tremont,OH,44113,41.4772131,-81.6872061,3.5,8,0,"{'RestaurantsGoodForGroups': 'False', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True'}","Pizza, Restaurants","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0'}"
34765,dVNclDVvN2nYnLkAccjeTA,bb Jack's,1609 Landmark Dr,Cottage Grove,WI,53527,43.1068699,-89.1984921,3.5,17,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True'}","Caterers, Venues & Event Spaces, Arcades, Event Planning & Services, Pizza, Restaurants, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-15:0'}"
